Ward Code,Diabetes_2010,Hypertension_2010,Diabetes_2011,Hypertension_2011,Diabetes_2012,Hypertension_2012,Diabetes_2013,Hypertension_2013,Diabetes_2014,Hypertension_2014,Diabetes_2015,Hypertension_2015,Diabetes_2016,Hypertension_2016,Diabetes_2017,Hypertension_2017,Diabetes_2018,Hypertension_2018,Diabetes_2019,Hypertension_2019
E05000462,1.066204136,1.063093599,1.098105308,1.101599404,1.234235983,1.147771406,1.240547194,1.155627688,1.141177988,1.130231774,1.106186769,1.072296305,1.092047572,1.055241598,1.116033693,1.049137361,1.017872022,0.978985637,1.057155566,1.058274359
E05000463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000464,1.004864848,0.875238038,0.915484783,0.787318288,1.189733804,1.031659792,1.087560382,1.003245983,1.04869411,0.986809609,1.035321363,0.958645923,0.995019664,0.877510833,0.937294239,0.85660789,0.711141484,0.690676705,0.616856916,0.534428185
E05000465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000466,3.192152938,2.983531948,3.528050073,3.206046898,2.880433262,2.755954657,2.837875875,2.621880003,2.86655544,2.552083538,3.10621215,2.740080922,3.848011576,3.214174408,3.732164738,3.062776434,3.885383778,3.133249679,3.696764376,3.118862701
E05000467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000469,0.580363808,0.587424396,0.807894635,0.782650537,0.403481475,0.364101016,0.568179059,0.524475801,0.704572722,0.69911529,0.808729584,0.773171893,0.820716122,0.774067828,0.767724805,0.727198863,0.703788806,0.698413879,0.839799298,0.875701358
E05000470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000472,0.772254398,0.850701639,0.838312107,0.875761581,0.850673154,0.870273669,0.814213158,0.817958143,0.798995689,0.77653473,0.81174199,0.743128046,0.788681259,0.744072627,0.774286688,0.762385904,0.771498999,0.806983957,0.830777077,0.842680888
E05000473,0.743615671,0.689562249,0.740256176,0.666958083,0.833399452,0.758681289,0.839470282,0.722951786,0.821866551,0.69371401,0.834741964,0.715408932,0.804289866,0.68632595,0.811184172,0.68034178,0.765689033,0.64849092,0.727671253,0.637314581
E05000474,0.233545778,0.163526758,0.207447344,0.150413405,0.26276477,0.164845558,0.243823527,0.168481519,0.254043123,0.169123283,0.2288011,0.14555636,0.178160021,0.106794616,0.174821046,0.101637803,0.160159269,0.101566944,0.18028734,0.121651474
E05000475,2.01871113,1.690037328,2.177382768,1.766497238,2.065371384,1.755156454,2.03905767,1.652577683,2.003474825,1.656738662,2.069256843,1.651114263,2.058701229,1.584590804,2.031006533,1.520515946,2.103424243,1.579377124,2.044669155,1.575443472
E05000476,2.319831526,1.397401042,2.507393853,1.474251974,2.484221369,1.497370628,2.483553873,1.547737858,2.460229724,1.44013554,2.578856268,1.540638388,2.46345468,1.450698924,2.535096243,1.521954224,2.570768456,1.484796783,2.514032159,1.456374195
E05000477,1.682581506,1.673724974,1.666952758,1.722844024,1.633025743,1.660639903,1.592571105,1.60828508,1.534882312,1.602716035,1.574931353,1.597720858,1.535913649,1.591216772,1.560488668,1.648837255,1.508219685,1.571997051,1.504699837,1.565271281
E05000478,0.414609372,0.339473421,0.473732797,0.383363831,0.354071982,0.343649596,0.398464034,0.327132863,0.423331116,0.348795275,0.406035012,0.3350178,0.434030801,0.323802855,0.441262493,0.335759405,0.463392255,0.328467841,0.464641986,0.333801461
E05000479,1.309900507,1.215949058,1.276773068,1.192851818,1.508052693,1.417580575,1.395824569,1.288227176,1.349215708,1.271906465,1.352292024,1.266385419,1.312421511,1.228041107,1.355836331,1.270596214,1.168554669,1.104060033,1.181788347,1.07679621
E05000480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000483,1.824175956,1.659320918,1.706377283,1.523111721,1.993107958,1.821814737,1.955925019,1.729568915,2.062709222,1.691927232,2.137352636,1.657188399,2.149657818,1.67153875,2.265741498,1.777684405,2.24735741,1.859271053,1.958381408,1.606119973
E05000484,2.097643144,1.517827415,2.416248421,1.71090102,2.262448316,1.520104303,2.330935724,1.536573718,2.4438462,1.548000642,2.468860951,1.571175003,2.500927312,1.599149523,2.701600734,1.753882369,2.31728035,1.525846791,2.355501913,1.555800448
E05000485,1.220944511,0.532794379,1.185139923,0.540296838,1.267197524,0.511548781,1.242791645,0.503147171,1.249690467,0.503948601,1.228857608,0.484474413,1.176590003,0.470391082,1.113122969,0.457737873,1.109528486,0.472605774,1.125869618,0.506270575
E05000486,5.737120842,3.493642334,5.499909719,3.569014943,6.137363153,3.623937687,5.933952698,3.708085479,5.833663689,3.511077701,5.819654075,3.424426946,5.169593721,3.059416731,5.701190968,3.422588508,5.375414019,3.3229146,5.496173351,3.477899724
E05000487,0.651927831,0.238924486,0.7463418,0.272598353,0.567253101,0.18211423,0.546860311,0.170927122,0.508033837,0.158684302,0.674162124,0.188858049,0.599369785,0.21190603,0.64538899,0.249082647,0.69458001,0.264095544,0.782615173,0.273244772
E05000488,4.417893288,2.012591572,4.972272083,2.300740402,3.27138641,1.510812624,3.408968485,1.533363966,3.851859963,1.868307359,3.969303917,1.820585021,3.903771192,1.721000914,4.246579583,1.892358449,4.825333766,2.147679178,5.459562793,2.504909507
E05000489,1.746673169,0.778549614,2.012744643,0.927799803,1.548615363,0.721999195,1.748866718,0.788120129,1.688194813,0.765340749,1.69164993,0.808089798,1.90260624,0.911500352,2.183081903,0.946981908,2.177745043,0.901235303,2.129246465,0.888795597
E05000490,1.499914166,1.364369124,1.573933933,1.416053336,1.373953977,1.362308415,1.317362447,1.370809537,1.307332742,1.372907782,1.290150408,1.341641693,1.284755978,1.282612055,1.339481471,1.267634474,1.367159617,1.245599069,1.337516969,1.21881872
E05000491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000492,2.796366478,2.144328004,3.097731113,2.502617668,2.643834773,1.955867458,3.121620032,2.307426402,3.318581938,2.373438411,3.707148221,2.56823012,3.703863383,2.596713481,3.587890378,2.542930484,3.669095753,2.647118729,3.331244967,2.573904148
E05000493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000494,0.71367604,0.736698804,0.782012034,0.766139744,0.67392523,0.746047557,0.681898109,0.762885121,0.66412676,0.775922214,0.658719623,0.77112204,0.652006975,0.741579055,0.656278346,0.712984805,0.649370445,0.693016043,0.6506718,0.681012022
E05000516,1.302661979,1.073457493,1.257627664,0.988441598,1.475235125,1.163316229,1.380409384,1.115977616,1.32786163,1.081543279,1.344681395,1.077291043,1.210855672,0.987099828,1.278074513,1.056880803,1.242519315,0.990731923,1.265891579,0.975219237
E05000517,1.35805965,1.612527696,1.605612919,1.72942801,1.428956636,1.722220545,1.444754998,1.617909396,1.434852879,1.560508093,1.535788273,1.608937228,1.52753826,1.627683427,1.439305162,1.577686698,1.433214913,1.506596437,1.442545043,1.504699599
E05000518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000525,0.678648565,0.754117013,0.734544988,0.733006337,0.747117895,0.824041655,0.700507048,0.77653439,0.633716191,0.725125943,0.660219002,0.715581569,0.636432418,0.697700719,0.660857622,0.657655311,0.618003478,0.604663466,0.635076757,0.626497674
E05000526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000535,2.005392966,1.437706849,1.677945754,1.164286198,1.982683178,1.45217158,1.843232677,1.433491104,1.911004049,1.379322826,1.919649382,1.429805507,1.900483452,1.315028503,1.903365048,1.304761063,0,0,0,0
E05000556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000590,3.135883244,2.089318722,3.400222193,2.330927451,3.190153748,2.050747896,3.08135003,2.004423497,3.036677045,1.98968385,3.017300563,2.038844975,2.993862228,1.992254638,2.964144367,1.918134432,3.033857222,2.129300083,3.321573983,2.298518652
E05000591,0.732769855,0.692428688,0.789144726,0.711573651,0.814541561,0.745739008,0.856628798,0.737610588,0.805837247,0.737756225,0.812065953,0.751235276,0.820404514,0.71993905,0.824124934,0.703160937,0.824771663,0.677209393,0.801618954,0.683074447
E05000592,1.529138614,1.511328024,1.440631097,1.566373555,1.745906938,1.634148304,1.726074254,1.627998129,1.681679867,1.617956882,1.592043714,1.474062565,1.558959298,1.42375946,1.496973671,1.444470655,1.384259338,1.440504768,1.368244639,1.426315755
E05000593,0.590886823,0.617514023,0.61418551,0.585293619,0.625523311,0.653607003,0.647819401,0.605666555,0.656099474,0.545586607,0.691595098,0.522943945,0.678058813,0.503082037,0.650327486,0.514313984,0.651943835,0.490538494,0.63550276,0.528759013
E05000594,2.00414111,2.106677048,1.948966971,2.115026601,2.161585913,2.246260523,2.099435735,2.215509575,2.127652093,2.214426561,2.036140012,2.12007482,1.916729364,1.968617473,1.862587769,2.068921062,1.822053497,2.067425836,1.854238183,2.032320779
E05000595,2.740617488,2.940870712,2.874936948,3.061910813,2.829232126,3.098170507,2.665134371,3.000943658,2.642961958,2.923664748,2.875949503,3.120455293,2.851680667,2.943897074,2.899829026,2.96387431,2.941443573,2.870527979,2.82382942,2.840628457
E05000596,0.871011951,0.843854921,0.886337056,0.871700383,0.917333353,0.853865245,0.941848976,0.819825695,0.940933823,0.831810231,0.928195267,0.837265432,0.914895171,0.827302404,0.929154837,0.832461848,0.933884477,0.84266258,0.892830488,0.876647608
E05000597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000598,1.696194526,1.643735153,1.666118687,1.732127003,1.928734567,1.826271925,1.893894672,1.854938638,1.871008934,1.801736337,1.875745978,1.763358408,1.764941008,1.631480495,1.706812798,1.64380328,1.584078473,1.645635771,1.583295731,1.638575693
E05000599,0.925372206,0.842832904,1.072767298,0.934521026,0.955816673,0.886685448,0.91966209,0.78796697,0.88734473,0.813634547,0.808805966,0.74304927,0.954344298,0.840726933,0.971546143,0.88885285,1.003283339,0.868835059,1.066138518,0.906317887
E05000600,1.419479353,1.188502305,1.554284843,1.216344753,1.504699859,1.274700674,1.539203536,1.298370257,1.420389493,1.237643221,1.429565588,1.21070751,1.341226399,1.118231848,1.307035256,1.128432703,1.397258783,1.170207912,1.481674254,1.178459812
E05000601,0.868033729,0.740519393,0.873878989,0.742028396,0.966889933,0.761215079,0.907201157,0.713987866,0.837272576,0.658900484,0.862092579,0.6501304,0.856037082,0.646943277,0.875310192,0.663390406,0.847937132,0.612575884,0.840271233,0.644336492
E05000602,0.479197215,0.62127872,0.494064925,0.682498052,0.480548728,0.63345407,0.473995197,0.58813561,0.44980057,0.579417488,0.419552887,0.549380854,0.397068907,0.563271331,0.385257388,0.588948845,0.375124938,0.569280774,0.439967605,0.607664294
E05000603,1.531498607,1.379387987,1.614463856,1.462459761,1.624652283,1.380866619,1.638248256,1.322109906,1.627257864,1.300856868,1.686637474,1.330115248,1.725031865,1.379723323,1.766179113,1.443921881,1.582032232,1.404963364,1.589410183,1.44475764
E05000604,1.838623356,1.615082739,1.943657087,1.735473213,1.855108303,1.61676225,1.851849813,1.636382351,1.888776118,1.628754528,2.095262998,1.745737713,2.082189517,1.733726848,2.030626486,1.750761731,1.994681047,1.710267628,1.993596628,1.683141084
E05000605,1.704837758,1.994658363,1.717836933,2.097153603,1.94527858,2.061729885,1.930951158,2.076821604,1.846298652,2.028090587,1.844435729,2.099298055,1.723076504,2.023407039,1.762671875,2.114947613,1.671210722,2.016782063,1.667360648,2.032122533
E05000606,0.819185637,0.497043735,0.914426824,0.584070347,0.887158333,0.481951571,0.895000898,0.510378583,0.865806056,0.515235933,0.916716709,0.558942926,0.904506888,0.566807043,0.916805206,0.586127984,0.900569991,0.593796704,0.88464171,0.581883971
E05000607,2.88708477,3.530602632,2.992854238,3.676856088,3.249117713,3.917657712,3.262294364,3.8593012,2.979820887,3.704351158,3.002870418,3.652374679,2.975053703,3.610336903,3.022367267,3.654293868,2.973601971,3.541537714,3.010920909,3.641404449
E05000608,0.367688399,0.383028924,0.404035541,0.384156755,0.391262415,0.392827917,0.393159697,0.374314078,0.36933633,0.364607695,0.368168632,0.359825553,0.413827905,0.337717222,0.422386784,0.335485837,0.429638006,0.329542449,0.417589594,0.348921475
E05000609,2.727270238,2.558791944,2.927704924,2.718774355,2.989394353,2.73282188,2.902536041,2.70253717,2.858192885,2.684090627,2.953800838,2.77949409,2.849358748,2.682004523,2.840793613,2.686235773,2.880249989,2.718363554,2.836631168,2.652911053
E05000610,1.382766005,1.538579156,1.512527774,1.578419911,1.45972336,1.579607271,1.377563825,1.565201281,1.349189738,1.554337074,1.331761403,1.488610994,1.306883473,1.444935927,1.407285328,1.490505397,1.379602863,1.488238834,1.411449914,1.511928085
E05000611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000613,1.298487791,1.358819889,1.226914178,1.323069364,1.397098731,1.305062548,1.355071799,1.304236412,1.287336823,1.240674685,1.36046055,1.27988797,1.436544099,1.338108435,1.280017336,1.253770977,1.256527709,1.254214115,1.194761686,1.269368144
E05000614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000615,1.765662615,2.051719664,1.829654318,1.937985836,2.043002074,2.277472583,1.932250539,2.199762192,1.885438163,2.158531992,1.840261317,2.052986115,1.708819063,1.84408512,1.847554646,1.889278764,1.769656343,1.778320042,1.823071658,1.857574334
E05000616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000619,0.660826568,0.561287104,0.775976996,0.633524788,0.606156843,0.549790388,0.568964146,0.548821499,0.612660183,0.52807421,0.587842006,0.53857345,0.612815683,0.535498485,0.640514148,0.567271464,0.725787321,0.589227142,0.731426744,0.589798822
E05000620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000621,2.33996561,2.313148492,2.217900105,2.097123107,2.72068379,2.591271758,2.515318726,2.362552123,2.496232018,2.391758217,2.411162639,2.352993825,2.247099716,2.12087829,2.291751733,2.115276877,2.143774928,2.000333955,2.09227202,1.999671811
E05000622,2.089171008,2.01995329,2.078668245,1.959626918,2.430771756,2.08889392,2.328949362,2.049190398,2.198058946,1.953676408,2.181116686,1.965531286,2.042730997,1.878444484,2.009922624,1.922580318,1.789243486,1.796047759,1.875434571,1.855963376
E05000623,0.709614776,0.703854522,0.797900299,0.695379689,0.95350064,0.778396552,0.852852522,0.702464707,0.859450204,0.740974392,0.830835007,0.740082598,0.789651074,0.716579219,0.808928232,0.704926841,0.722734491,0.612028661,0.756749173,0.624851732
E05000624,1.327370045,1.304692896,1.340245768,1.255699569,1.435341775,1.424321696,1.390270614,1.337297353,1.34065054,1.247825076,1.396988217,1.204578062,1.271075728,1.081311518,1.359419625,1.132645974,1.355787435,1.095694626,1.288837673,1.097866939
E05000625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000627,1.254337442,1.278320059,1.164192771,1.166473518,1.416480771,1.4164973,1.339653084,1.348328096,1.347183268,1.275311335,1.322327672,1.244314715,1.200864708,1.16925229,1.178610042,1.127805298,1.152367774,1.007080837,1.129860005,1.034851333
E05000628,0.988435007,0.665536858,1.178699953,0.739332791,1.05216104,0.579577087,1.026397229,0.577169094,0.982578146,0.540211531,0.963133046,0.56087713,0.981092852,0.573211104,0.990194385,0.598753055,1.167700888,0.77792657,1.177061617,0.751386057
E05000629,1.59413994,1.650693654,1.809499363,1.773518349,1.788707066,1.797637253,1.793904412,1.82386053,1.765985787,1.706786484,1.746515896,1.739566363,1.712405966,1.608162219,1.765307627,1.641732683,1.779696957,1.630505298,1.74508145,1.614146443
E05000630,1.024817568,1.130802244,1.138599651,1.189014266,1.006038022,1.064360935,0.995123614,1.063348551,0.967802185,1.107373779,1.060414769,1.143840048,1.060418481,1.129274579,1.128190493,1.164415875,1.181090498,1.161215927,1.147491533,1.175517773
E05000631,0.568193134,0.536307563,0.648137498,0.629685541,0.556488149,0.512658886,0.546178271,0.509219186,0.561450499,0.537630446,0.628718158,0.577116729,0.567889806,0.547565273,0.583338248,0.546827597,0.613897061,0.591384623,0.63686121,0.587882998
E05000632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000634,1.004576835,0.655799749,1.123927398,0.692929755,1.120342662,0.714303921,1.175116293,0.684531926,1.162100403,0.707875584,1.125368619,0.690212327,1.056151298,0.69322478,1.112300628,0.675319272,1.101761553,0.643975916,1.112060931,0.64714359
E05000635,1.187861834,0.872583189,1.447731113,0.928260648,1.366082868,0.92017641,1.389250024,0.925908908,1.411949262,0.941725789,1.433434952,0.950233647,1.363442657,0.911117358,1.392693563,0.954219169,1.471280583,0.983044347,1.496828777,0.980200378
E05000636,0.550281026,0.463185421,0.612942148,0.530546237,0.546129485,0.493336016,0.564253153,0.482233553,0.607458474,0.51277768,0.710395758,0.582419867,0.686028665,0.59919226,0.664404877,0.62460603,0.677466118,0.617218188,0.611261997,0.567805166
E05000637,1.223676353,1.292157215,1.439238879,1.460633323,1.302232188,1.275943254,1.272021257,1.266015823,1.253249518,1.33186919,1.278692442,1.379070376,1.192212228,1.343149825,1.37909989,1.454668017,1.358995669,1.443979883,1.383584794,1.409996268
E05000638,0.732019311,0.520150907,0.774788093,0.505231948,0.73998486,0.525358017,0.751843085,0.49280976,0.692065036,0.477597299,0.673835048,0.486765623,0.706577453,0.496161837,0.719141835,0.499770662,0.758192524,0.495647013,0.773057235,0.512514494
E05000639,2.12966388,1.739425515,2.178405631,1.68506828,2.294267652,1.812028373,2.182309826,1.761266247,2.116882288,1.724313622,2.186125549,1.733091642,2.120615524,1.655390523,2.122307031,1.658926501,1.955663583,1.515762013,2.244582146,1.670255088
E05000640,1.576216996,1.186438309,1.691876637,1.218982753,1.69055213,1.163745515,1.703824788,1.134178838,1.651811626,1.165855983,1.625313069,1.199403983,1.581865932,1.182037398,1.591858866,1.187022075,1.645041312,1.263169728,1.682987343,1.284833007
E05000641,0.611041437,0.622723916,0.640573007,0.601102979,0.639372074,0.640461817,0.629385971,0.611807737,0.604952726,0.555702953,0.637499174,0.581846645,0.639602512,0.575323326,0.626926324,0.550315176,0.647082358,0.515702496,0.62475844,0.530488252
E05000642,0.987937687,1.037359522,1.151375033,1.040513707,0.971908403,1.078508904,1.002674519,1.033495715,0.980260504,0.967525173,0.986093752,0.964644637,0.956991209,0.907491239,0.961546058,0.925202964,0.966418161,0.885157521,1.230623288,1.039775832
E05000643,0.511016057,0.453759706,0.451070303,0.375119447,0.657639218,0.579992957,0.612381084,0.554853988,0.558465125,0.531657594,0.467585449,0.437118271,0.39616273,0.361242611,0.485902483,0.433731071,0.653749649,0.532304355,0.426407381,0.336087122
E05000644,0.1457732,0.115791365,0.167454025,0.139702145,0.14557563,0.112244693,0.126657105,0.10563197,0.111623725,0.094455253,0.115530951,0.098019201,0.123923225,0.116625902,0.140537784,0.119008538,0.151142013,0.135349297,0.153619788,0.118516186
E05000645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000646,0.606746341,0.438904526,0.627793753,0.434490529,0.695465913,0.487522219,0.668718668,0.493979039,0.668326637,0.480481366,0.697106788,0.475678312,0.680535478,0.453774385,0.670861685,0.440596476,0.649048299,0.396788081,0.645638062,0.430050778
E05000647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E05000648,1.568835316,1.124370721,1.952997429,1.415472197,1.170536943,0.881213737,1.178147242,0.860014295,1.1761967,0.853287608,1.169845005,0.841492521,1.275934897,0.992322031,1.540812382,1.23513069,1.682718233,1.302027537,1.762197728,1.286885438
E05000649,0.728201575,0.603022137,0.714163484,0.611510962,0.843869748,0.675787303,0.836412748,0.654211379,0.842191189,0.649883065,0.815160488,0.650839384,0.779034779,0.643756041,0.786028807,0.678004168,0.731904318,0.693204513,0.675203387,0.666085256